,interview,mean_Sacc_Ampl,sd_Sacc_Ampl,mean_Sacc_Dist,sd_Sacc_Dist,mean_Regr_Ampl,sd_Regr_Ampl,mean_Regr_Dist,sd_Regr_Dist,max_Regr_Ampl,max_Regr_Dist,count_Fix,count_FirstPass_FirstFix,count_LaterPass_FirstFix,count_MultiFix,count_ReFix,mean_FirstPass_FirstFix_Duration,sd_FirstPass_FirstFix_Duration,mean_Wrapup_Duration,sd_Wrapup_Duration,ratio_Wrapup,mean_Wrapup_Line_Duration,sd_Wrapup_Line_Duration,ratio_Wrapup_Line,task
102,HH-029,155.94367738383,136.444218355456,5.53846153846154,6.85097784523475,297.605087436377,195.480672652733,8.66666666666667,6.47044563122716,598.795857594008,19.0,19,5,4,1,9,180.0,83.6660026534076,136.0,55.5697759577992,0.640376692171866,-1,-1.0,-1.0,Reading
103,HH-053,185.408507393627,143.069323479823,6.47619047619048,7.33225100238015,277.984668535826,199.802962100567,9.91666666666667,8.9489291724392,693.176147305226,28.0,33,7,7,6,13,142.857142857143,78.6795792469443,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
104,HH-055,131.707348517653,108.724604168073,2.4375,4.12652708781266,319.380299074766,181.202651649239,5.0,3.95811402901264,492.463404830164,14.0,45,5,3,6,31,280.0,248.997991959775,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
105,HH-056,122.726219560772,75.614059513917,4.31578947368421,5.77400911729014,194.188168445574,109.632811926686,8.88888888888889,6.47001631459389,337.355341189319,16.0,28,4,5,3,16,397.75,271.320689713606,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
106,HI-010,90.497971379284,59.6108608492803,3.66666666666667,5.61591146105969,169.717316323592,113.060636049487,8.90909090909091,6.90586048881014,323.674588882184,17.0,38,4,4,12,18,175.0,50.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
107,HI-020,69.3586225528164,40.3146188892102,2.42857142857143,5.14365073242176,176.217875515079,71.0684800663476,6.0,6.60302960768767,257.699180700303,15.0,27,3,3,4,17,466.666666666667,635.085296108588,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
108,HI-034,164.477848686391,134.337466969507,6.8,7.00826579644952,256.08348353169,139.735396634401,13.2857142857143,5.85133277451345,484.507179005653,17.0,27,6,8,2,11,183.333333333333,116.904519445001,200.0,-1.0,0.980577031868754,-1,-1.0,-1.0,Reading
109,HI-036,86.2563297240049,63.8960031923612,1.55555555555556,3.66200169446389,215.750969109914,102.773196112767,4.16666666666667,4.83390801181266,333.434122634533,14.0,33,5,1,11,16,381.6,203.206299114963,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
110,HI-041,88.9207835453439,63.914348759668,4.51063829787234,6.22712279302175,207.752854399268,150.159739989921,10.2631578947368,6.11775290321498,407.396711044975,17.0,66,7,4,12,43,214.285714285714,186.445447147161,100.0,-1.0,0.421639854696419,-1,-1.0,-1.0,Reading
111,HI-042,177.727226608725,109.355533919236,3.95,4.60520300712597,223.615463344975,175.951532215054,5.42857142857143,4.60291355413212,549.376215677319,13.0,34,7,7,2,18,200.0,152.752523165195,150.0,100.0,0.979965156794425,-1,-1.0,-1.0,Reading
112,HI-052,94.3674279080812,32.6847571405483,9.5,6.59545297913646,91.6364468245383,44.9749108131772,10.0,5.41602560309064,143.678598959079,14.0,10,4,5,0,1,150.0,57.7350269189626,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
113,HI-097,119.655176946977,84.2446373552812,8.15384615384615,6.76813802368807,160.980034651972,81.7327187245244,11.375,6.43511571657529,314.052424148136,16.0,21,4,2,2,13,100.0,0.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
114,HI-120,220.12870155671,181.318619290782,6.83333333333333,6.735478206235,130.230591682468,107.560291455554,13.0,12.0,254.255802318568,25.0,9,5,2,0,2,120.0,45.0777106783386,150.0,70.7106781186548,1.5,-1,-1.0,-1.0,Reading
115,HI-121,145.043954376754,110.424768276757,5.0,6.5398188636407,243.310359121697,167.545509878192,8.75,7.1111308396191,476.516985219608,18.0,41,6,12,5,18,200.0,63.2455532033676,100.0,-1.0,0.587716720540699,-1,-1.0,-1.0,Reading
116,HI-131,78.7663169024771,41.6486268996339,4.14285714285714,6.05923144584243,170.599954877113,112.4486760992,6.88235294117647,4.97345896913276,364.790681444483,14.0,52,5,5,4,38,240.0,114.017542509914,100.0,0.0,0.532084707885495,-1,-1.0,-1.0,Reading
117,HI-132,92.2720961842384,57.2534077981372,2.56410256410256,4.58713803559745,259.070299265812,146.65567909763,5.61538461538461,5.47019898386493,427.777807122697,17.0,52,5,8,5,34,160.0,54.7722557505166,300.0,282.842712474619,1.35171668018383,-1,-1.0,-1.0,Reading
118,HI-134,120.640779317628,94.8231865577132,1.18367346938776,2.08839521111861,383.989132854532,189.110340801195,4.23076923076923,4.90159576318172,635.912877742067,20.0,62,4,4,12,42,125.0,50.0,216.666666666667,160.208197875972,1.07536411710833,-1,-1.0,-1.0,Reading
119,HI-144,104.777814936356,75.0125244489861,5.90322580645161,6.91546498176214,175.884338567664,116.966223625623,11.8571428571429,5.6002354738562,375.236172488536,16.0,45,5,3,4,33,220.0,83.6660026534076,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
120,HI-148,184.187651594805,124.37887043026,6.33333333333333,6.07792534263035,242.612460348971,142.486531213761,9.8,4.54116969758037,459.742600390853,14.0,28,7,4,3,14,171.428571428571,95.1189731211342,180.0,83.6660026534076,1.11891891891892,-1,-1.0,-1.0,Reading
121,HL-060,117.341068452948,104.10008787949,4.16279069767442,5.2776718918484,162.964505180041,108.713031525113,9.83333333333333,4.11953738122306,392.335311912553,13.0,61,5,5,6,45,181.6,111.771194858067,504.0,277.185858225127,2.47820651720977,-1,-1.0,-1.0,Reading
122,HL-074,199.373635798868,165.722296895888,7.4375,7.45626135092738,308.330364232371,177.818221039943,8.75,6.70312003337388,642.4314936933,19.0,28,4,7,1,16,250.0,173.205080756888,300.0,-1.0,1.72634271099744,-1,-1.0,-1.0,Reading
123,HL-111,79.4385872637277,64.7257041891287,5.52,6.57723346096214,140.712612715499,81.8784515759368,7.75,6.08276253029822,316.687764755352,16.0,41,2,7,2,30,250.0,212.132034355964,200.0,173.205080756888,0.937461453065252,-1,-1.0,-1.0,Reading
124,HL-168,140.893425251448,143.62318515916,5.09375,7.54495932993165,191.947542408642,134.600053397867,10.3076923076923,6.44702276745651,496.054866668001,17.0,45,5,8,4,28,201.6,73.7888880523348,150.0,57.7350269189626,0.722339675828048,-1,-1.0,-1.0,Reading
125,HN-183,100.641238649987,76.770191400797,2.55,4.86922191257477,248.376249750338,200.449546316015,9.78571428571429,7.15948613786225,598.325383283429,19.0,74,6,7,3,58,250.0,137.840487520902,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
126,HO-032,102.063076115937,70.2582628614042,4.05,5.58822021114103,168.701227153093,180.15343947296,7.76470588235294,6.20009487593442,630.468567280395,18.0,57,8,7,7,35,324.0,294.58348319522,266.666666666667,208.166599946613,1.17073170731707,-1,-1.0,-1.0,Reading
127,HO-033,86.2049448568931,67.5314205884399,3.14814814814815,5.7089922571845,150.947619402742,120.96751953209,6.27272727272727,7.34970624026442,443.786400337084,17.0,38,4,3,7,24,200.0,115.470053837925,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
128,HO-038,122.002231392236,76.6631712926544,2.96428571428571,4.68632480859364,289.158341866655,196.613883803424,7.18181818181818,4.57860637788797,515.462316508634,14.0,39,7,4,2,26,314.285714285714,186.445447147161,100.0,0.0,0.512749445676275,-1,-1.0,-1.0,Reading
129,HO-070,91.1491863801521,84.1667740168779,3.26315789473684,5.66511846755758,263.752597055668,147.244491529743,6.85714285714286,6.20291790016525,452.129623394483,17.0,26,4,4,5,13,150.0,57.7350269189626,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
130,HO-072,73.6786403154107,51.8171186805036,1.8974358974359,4.27227827668263,150.749915064229,103.094400334799,4.75,5.6104610084442,340.173167582971,14.0,51,7,0,13,31,157.142857142857,113.389341902768,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
131,HO-075,186.850727357225,162.185291103762,6.19047619047619,6.54690039346138,276.805697503506,166.716551696494,8.0,7.86341740805697,608.317230678639,26.0,34,7,5,4,18,214.285714285714,157.359158493889,133.0,57.157676649773,0.623280423280423,-1,-1.0,-1.0,Reading
132,HO-106,106.633453559094,91.1746445293779,4.02127659574468,6.28832376124031,285.51063543591,177.831201948039,10.75,5.67450438364444,465.651418920956,18.0,63,7,7,10,39,157.142857142857,53.4522483824849,250.0,173.205080756888,1.3171994999107,-1,-1.0,-1.0,Reading
133,HO-124,62.0632044137245,47.6464448902721,3.30769230769231,5.75013935171162,71.9101996835837,22.034570306302,7.5,7.54983443527075,101.938046107437,15.0,17,3,2,4,8,233.333333333333,152.752523165195,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
134,HO-158,70.0557636595072,46.1427597623359,0.884615384615385,2.35502735571242,94.4272731492127,62.1788160860542,2.33333333333333,3.64005494464026,240.008452688549,12.0,35,4,1,10,20,177.0,99.243807531419,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
135,HO-162,108.227600864084,82.2553892463627,8.93333333333333,8.48920883632077,163.895459734373,128.802815723636,9.0,6.12372435695795,442.627081913069,17.0,28,7,5,3,13,157.142857142857,113.389341902768,100.0,0.0,0.657894736842105,-1,-1.0,-1.0,Reading
136,HO-165,213.435127876825,175.089153660033,5.8,7.4057035077327,262.847459636094,188.396733814917,7.85714285714286,7.1978832867395,536.342994440602,18.0,17,3,6,4,4,200.0,100.0,100.0,-1.0,0.500312695434647,-1,-1.0,-1.0,Reading
137,HO-188,129.529538574423,110.67692897278,5.61764705882353,6.03030079094182,154.262354811035,156.207145026159,10.1875,5.70635610525666,497.16721170695,17.0,50,6,4,3,37,154.0,86.5979214531157,238.666666666667,60.1775151807827,1.27252788806958,-1,-1.0,-1.0,Reading
138,HO-193,54.4221661189189,37.1186838020511,2.225,4.70113102469953,98.9343294177823,85.9361743140861,5.78571428571429,5.90264939169436,306.525346400904,15.0,108,4,4,8,92,352.0,265.108782703755,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
139,HP-138,180.845768174983,137.016609275983,5.48,6.37782617093526,277.834931911463,195.453911392227,8.4375,5.7034346377132,557.905579404322,17.0,41,5,6,4,26,300.0,122.474487139159,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
140,HR-047,125.921718112436,86.3682632322986,5.875,7.01910657725448,168.464987060393,202.253395133136,11.0,5.35412613473634,470.859037030607,14.0,12,4,1,3,4,175.0,50.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
141,HR-102,141.274617587574,93.1731061727773,6.16666666666667,6.57311816057959,197.839552128139,131.143629002907,8.63636363636364,7.10313631113366,423.15247075674,17.0,29,5,4,2,18,100.0,0.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
142,HR-107,111.142370546723,56.6716939202145,5.5,6.48074069840786,303.622223107093,118.405928971285,14.7,4.57165178026498,493.710803653688,18.0,42,5,7,6,24,140.0,89.4427190999916,100.0,-1.0,0.513591381686083,-1,-1.0,-1.0,Reading
143,HR-110,96.8729556985705,53.4410164975136,1.76923076923077,3.74508224551091,213.205178030414,151.367121774116,4.2,4.96990945591567,349.22294985584,13.0,18,4,2,2,10,200.0,141.42135623731,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
144,HR-133,155.274786243864,125.180858302461,8.25,8.46069343099804,133.839507922921,64.3593868310752,8.0,8.48528137423857,179.348466784182,14.0,6,4,1,0,1,199.75,115.182102197636,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
145,HR-151,120.068683527349,79.0569612933859,4.9,6.71134153974881,203.294425838921,101.641260137716,8.08333333333333,6.66685605791588,431.155556142234,17.0,32,5,5,7,15,120.0,44.7213595499958,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
146,HR-179,82.403452822728,63.405966343039,3.09090909090909,5.44154294390751,107.693083071078,62.9513437580244,4.44444444444444,6.00231436845637,229.828312175292,15.0,31,4,2,11,14,324.75,287.141515632971,259.8,166.973650615898,0.655869501893388,-1,-1.0,-1.0,Reading
147,HS-085,154.116411316713,119.852922865291,3.25,4.91213113201027,327.233267638117,201.383021239419,6.92307692307692,4.07147676855991,684.109838714024,13.0,45,3,9,11,22,166.666666666667,115.470053837925,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
148,HU-048,102.433940926376,55.9411418460086,3.69230769230769,4.80251002748589,148.865617190167,89.0042257662187,5.33333333333333,5.24086506854228,285.097363372148,12.0,19,4,3,4,8,150.0,100.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
149,HU-079,94.5801619200946,69.2703861296491,5.53571428571429,6.14324165155645,144.572054188218,76.8308098545204,7.36842105263158,5.99268560010905,318.894950454046,15.0,47,5,2,5,35,120.0,44.7213595499958,-1.0,-1.0,-1.0,-1,-1.0,-1.0,Reading
150,HU-153,141.149270712967,149.677774185475,5.0,5.7779421409889,295.597473432884,154.230724630428,7.25,5.67576300723398,477.755896221536,17.0,22,5,4,5,8,139.8,89.5555693410521,100.0,-1.0,0.724387719903415,-1,-1.0,-1.0,Reading
151,HV-160,198.845041607801,143.236355922272,9.0,7.68615138264418,340.725786336048,238.199258106899,10.5,6.05279800062447,781.123914268473,19.0,28,9,7,3,9,133.333333333333,50.0,150.0,57.7350269189626,1.16129032258065,-1,-1.0,-1.0,Reading
