,interview,task,meanpupilsize,stddevpupilsize,maxpupilsize,minpupilsize,startpupilsize,endpupilsize
444,HO-032,PupilCalib,-1,-1,-1,-1,-1,-1
445,EI-096,EI-096_allsc,-1,-1,-1,-1,-1,-1
446,EI-096,Reading,-1,-1,-1,-1,-1,-1
447,EI-096,Memory,-1,-1,-1,-1,-1,-1
448,EI-096,CookieTheft,-1,-1,-1,-1,-1,-1
449,EI-096,PupilCalib,-1,-1,-1,-1,-1,-1
450,EA-135,EA-135_allsc,-1,-1,-1,-1,-1,-1
451,EA-135,Reading,-1,-1,-1,-1,-1,-1
452,EA-135,Memory,-1,-1,-1,-1,-1,-1
453,EA-135,CookieTheft,-1,-1,-1,-1,-1,-1
454,EA-135,PupilCalib,-1,-1,-1,-1,-1,-1
455,EH-173,EH-173_allsc,-1,-1,-1,-1,-1,-1
456,EH-173,Reading,-1,-1,-1,-1,-1,-1
457,EH-173,Memory,-1,-1,-1,-1,-1,-1
458,EH-173,CookieTheft,-1,-1,-1,-1,-1,-1
459,EH-173,PupilCalib,-1,-1,-1,-1,-1,-1
460,HI-134,HI-134_allsc,-1,-1,-1,-1,-1,-1
461,HI-134,Reading,-1,-1,-1,-1,-1,-1
462,HI-134,Memory,-1,-1,-1,-1,-1,-1
463,HI-134,CookieTheft,-1,-1,-1,-1,-1,-1
464,HI-134,PupilCalib,-1,-1,-1,-1,-1,-1
465,HR-107,HR-107_allsc,-1,-1,-1,-1,-1,-1
466,HR-107,Reading,-1,-1,-1,-1,-1,-1
467,HR-107,Memory,-1,-1,-1,-1,-1,-1
468,HR-107,CookieTheft,-1,-1,-1,-1,-1,-1
469,HR-107,PupilCalib,-1,-1,-1,-1,-1,-1
470,HI-132,HI-132_allsc,-1,-1,-1,-1,-1,-1
471,HI-132,Reading,-1,-1,-1,-1,-1,-1
472,HI-132,Memory,-1,-1,-1,-1,-1,-1
473,HI-132,CookieTheft,-1,-1,-1,-1,-1,-1
474,HI-132,PupilCalib,-1,-1,-1,-1,-1,-1
475,HI-144,HI-144_allsc,-1,-1,-1,-1,-1,-1
476,HI-144,Reading,-1,-1,-1,-1,-1,-1
477,HI-144,Memory,-1,-1,-1,-1,-1,-1
478,HI-144,CookieTheft,-1,-1,-1,-1,-1,-1
479,HI-144,PupilCalib,-1,-1,-1,-1,-1,-1
480,HE-078,HE-078_allsc,-1,-1,-1,-1,-1,-1
481,HE-078,Reading,-1,-1,-1,-1,-1,-1
482,HE-078,Memory,-1,-1,-1,-1,-1,-1
483,HE-078,CookieTheft,-1,-1,-1,-1,-1,-1
484,HE-078,PupilCalib,-1,-1,-1,-1,-1,-1
485,EI-037,EI-037_allsc,-1,-1,-1,-1,-1,-1
486,EI-037,Reading,-1,-1,-1,-1,-1,-1
487,EI-037,Memory,-1,-1,-1,-1,-1,-1
488,EI-037,CookieTheft,-1,-1,-1,-1,-1,-1
489,EI-037,PupilCalib,-1,-1,-1,-1,-1,-1
490,ER-017,ER-017_allsc,-1,-1,-1,-1,-1,-1
491,ER-017,Reading,-1,-1,-1,-1,-1,-1
492,ER-017,Memory,-1,-1,-1,-1,-1,-1
493,ER-017,CookieTheft,-1,-1,-1,-1,-1,-1
494,HA-006,HA-006_allsc,-1,-1,-1,-1,-1,-1
495,HA-006,Reading,-1,-1,-1,-1,-1,-1
496,HA-006,Memory,-1,-1,-1,-1,-1,-1
497,HA-006,CookieTheft,-1,-1,-1,-1,-1,-1
498,HA-006,PupilCalib,-1,-1,-1,-1,-1,-1
499,ER-129,ER-129_allsc,-1,-1,-1,-1,-1,-1
500,ER-129,Reading,-1,-1,-1,-1,-1,-1
501,ER-129,Memory,-1,-1,-1,-1,-1,-1
502,ER-129,CookieTheft,-1,-1,-1,-1,-1,-1
503,ER-129,PupilCalib,-1,-1,-1,-1,-1,-1
504,EL-003,EL-003_allsc,-1,-1,-1,-1,-1,-1
505,EL-003,Reading,-1,-1,-1,-1,-1,-1
506,EL-003,Memory,-1,-1,-1,-1,-1,-1
507,EL-003,CookieTheft,-1,-1,-1,-1,-1,-1
508,EL-003,PupilCalib,-1,-1,-1,-1,-1,-1
509,HR-047,HR-047_allsc,-1,-1,-1,-1,-1,-1
510,HR-047,Reading,-1,-1,-1,-1,-1,-1
511,HR-047,Memory,-1,-1,-1,-1,-1,-1
512,HR-047,CookieTheft,-1,-1,-1,-1,-1,-1
513,HR-047,PupilCalib,-1,-1,-1,-1,-1,-1
514,HR-110,HR-110_allsc,-1,-1,-1,-1,-1,-1
515,HR-110,Reading,-1,-1,-1,-1,-1,-1
516,HR-110,Memory,-1,-1,-1,-1,-1,-1
517,HR-110,CookieTheft,-1,-1,-1,-1,-1,-1
518,HR-110,PupilCalib,-1,-1,-1,-1,-1,-1
519,EL-156,EL-156_allsc,-1,-1,-1,-1,-1,-1
520,EL-156,Reading,-1,-1,-1,-1,-1,-1
521,EL-156,Memory,-1,-1,-1,-1,-1,-1
522,EL-156,CookieTheft,-1,-1,-1,-1,-1,-1
523,EL-156,PupilCalib,-1,-1,-1,-1,-1,-1
524,HR-133,HR-133_allsc,-1,-1,-1,-1,-1,-1
525,HR-133,Reading,-1,-1,-1,-1,-1,-1
526,HR-133,CookieTheft,-1,-1,-1,-1,-1,-1
527,HA-192,HA-192_allsc,-1,-1,-1,-1,-1,-1
528,HA-192,Reading,-1,-1,-1,-1,-1,-1
529,HA-192,Memory,-1,-1,-1,-1,-1,-1
530,HA-192,CookieTheft,-1,-1,-1,-1,-1,-1
531,HA-192,PupilCalib,-1,-1,-1,-1,-1,-1
532,HH-029,HH-029_allsc,-1,-1,-1,-1,-1,-1
533,HH-029,Reading,-1,-1,-1,-1,-1,-1
534,HH-029,Memory,-1,-1,-1,-1,-1,-1
535,HH-029,CookieTheft,-1,-1,-1,-1,-1,-1
536,HH-029,PupilCalib,-1,-1,-1,-1,-1,-1
537,EO-083,EO-083_allsc,-1,-1,-1,-1,-1,-1
538,EO-083,Reading,-1,-1,-1,-1,-1,-1
539,EO-083,Memory,-1,-1,-1,-1,-1,-1
540,EO-083,CookieTheft,-1,-1,-1,-1,-1,-1
541,EO-083,PupilCalib,-1,-1,-1,-1,-1,-1
542,EO-182,EO-182_allsc,-1,-1,-1,-1,-1,-1
543,EO-182,Reading,-1,-1,-1,-1,-1,-1
544,EO-182,CookieTheft,-1,-1,-1,-1,-1,-1
545,EO-182,PupilCalib,-1,-1,-1,-1,-1,-1
546,HA-177,HA-177_allsc,-1,-1,-1,-1,-1,-1
547,HA-177,Reading,-1,-1,-1,-1,-1,-1
548,HA-177,Memory,-1,-1,-1,-1,-1,-1
549,HA-177,CookieTheft,-1,-1,-1,-1,-1,-1
550,HA-177,PupilCalib,-1,-1,-1,-1,-1,-1
551,HH-055,HH-055_allsc,-1,-1,-1,-1,-1,-1
552,HH-055,Reading,-1,-1,-1,-1,-1,-1
553,HH-055,Memory,-1,-1,-1,-1,-1,-1
554,HH-055,CookieTheft,-1,-1,-1,-1,-1,-1
555,HH-055,PupilCalib,-1,-1,-1,-1,-1,-1
556,EA-073,EA-073_allsc,-1,-1,-1,-1,-1,-1
557,EA-073,Reading,-1,-1,-1,-1,-1,-1
558,EA-073,Memory,-1,-1,-1,-1,-1,-1
559,EA-073,CookieTheft,-1,-1,-1,-1,-1,-1
560,EA-073,PupilCalib,-1,-1,-1,-1,-1,-1
561,EI-051,EI-051_allsc,-1,-1,-1,-1,-1,-1
562,EI-051,Reading,-1,-1,-1,-1,-1,-1
563,EI-051,Memory,-1,-1,-1,-1,-1,-1
564,EI-051,CookieTheft,-1,-1,-1,-1,-1,-1
565,EI-051,PupilCalib,-1,-1,-1,-1,-1,-1
566,ER-040,ER-040_allsc,-1,-1,-1,-1,-1,-1
567,ER-040,Reading,-1,-1,-1,-1,-1,-1
568,ER-040,Memory,-1,-1,-1,-1,-1,-1
569,ER-040,CookieTheft,-1,-1,-1,-1,-1,-1
570,ER-040,PupilCalib,-1,-1,-1,-1,-1,-1
571,HO-072,HO-072_allsc,-1,-1,-1,-1,-1,-1
572,HO-072,Reading,-1,-1,-1,-1,-1,-1
573,HO-072,Memory,-1,-1,-1,-1,-1,-1
574,HO-072,CookieTheft,-1,-1,-1,-1,-1,-1
575,HO-072,PupilCalib,-1,-1,-1,-1,-1,-1
576,EY-043,EY-043_allsc,-1,-1,-1,-1,-1,-1
577,EY-043,Reading,-1,-1,-1,-1,-1,-1
578,EY-043,Memory,-1,-1,-1,-1,-1,-1
579,EY-043,CookieTheft,-1,-1,-1,-1,-1,-1
580,EY-043,PupilCalib,-1,-1,-1,-1,-1,-1
581,HA-077,HA-077_allsc,-1,-1,-1,-1,-1,-1
582,HA-077,Reading,-1,-1,-1,-1,-1,-1
583,HA-077,Memory,-1,-1,-1,-1,-1,-1
584,HA-077,CookieTheft,-1,-1,-1,-1,-1,-1
585,HA-077,PupilCalib,-1,-1,-1,-1,-1,-1
586,HV-160,HV-160_allsc,-1,-1,-1,-1,-1,-1
587,HV-160,Reading,-1,-1,-1,-1,-1,-1
588,HV-160,Memory,-1,-1,-1,-1,-1,-1
589,HV-160,CookieTheft,-1,-1,-1,-1,-1,-1
590,HV-160,PupilCalib,-1,-1,-1,-1,-1,-1
591,EH-164,EH-164_allsc,-1,-1,-1,-1,-1,-1
592,EH-164,Reading,-1,-1,-1,-1,-1,-1
593,EH-164,Memory,-1,-1,-1,-1,-1,-1
594,EH-164,CookieTheft,-1,-1,-1,-1,-1,-1
595,EH-164,PupilCalib,-1,-1,-1,-1,-1,-1
596,HA-113,HA-113_allsc,-1,-1,-1,-1,-1,-1
597,HA-113,Reading,-1,-1,-1,-1,-1,-1
598,HA-113,Memory,-1,-1,-1,-1,-1,-1
599,HA-113,CookieTheft,-1,-1,-1,-1,-1,-1
600,HA-113,PupilCalib,-1,-1,-1,-1,-1,-1
601,ET-090,ET-090_allsc,-1,-1,-1,-1,-1,-1
602,ET-090,Reading,-1,-1,-1,-1,-1,-1
603,ET-090,Memory,-1,-1,-1,-1,-1,-1
604,ET-090,CookieTheft,-1,-1,-1,-1,-1,-1
605,ET-090,PupilCalib,-1,-1,-1,-1,-1,-1
606,EA-195,EA-195_allsc,-1,-1,-1,-1,-1,-1
607,EA-195,Reading,-1,-1,-1,-1,-1,-1
608,EA-195,Memory,-1,-1,-1,-1,-1,-1
609,EA-195,CookieTheft,-1,-1,-1,-1,-1,-1
610,EA-195,PupilCalib,-1,-1,-1,-1,-1,-1
611,HA-025,HA-025_allsc,-1,-1,-1,-1,-1,-1
612,HA-025,Reading,-1,-1,-1,-1,-1,-1
613,HA-025,Memory,-1,-1,-1,-1,-1,-1
614,HA-025,CookieTheft,-1,-1,-1,-1,-1,-1
615,HA-025,PupilCalib,-1,-1,-1,-1,-1,-1
616,HA-163,HA-163_allsc,-1,-1,-1,-1,-1,-1
617,HA-163,Reading,-1,-1,-1,-1,-1,-1
618,HA-163,Memory,-1,-1,-1,-1,-1,-1
619,HA-163,CookieTheft,-1,-1,-1,-1,-1,-1
620,HA-163,PupilCalib,-1,-1,-1,-1,-1,-1
621,EE-126,EE-126_allsc,-1,-1,-1,-1,-1,-1
622,EE-126,Reading,-1,-1,-1,-1,-1,-1
623,EE-126,Memory,-1,-1,-1,-1,-1,-1
624,EE-126,CookieTheft,-1,-1,-1,-1,-1,-1
625,EE-126,PupilCalib,-1,-1,-1,-1,-1,-1
626,EE-105,EE-105_allsc,-1,-1,-1,-1,-1,-1
627,EE-105,Reading,-1,-1,-1,-1,-1,-1
628,EE-105,Memory,-1,-1,-1,-1,-1,-1
629,EE-105,CookieTheft,-1,-1,-1,-1,-1,-1
630,EE-105,PupilCalib,-1,-1,-1,-1,-1,-1
631,EA-009,EA-009_allsc,-1,-1,-1,-1,-1,-1
632,EA-009,Reading,-1,-1,-1,-1,-1,-1
633,EA-009,Memory,-1,-1,-1,-1,-1,-1
634,EA-009,CookieTheft,-1,-1,-1,-1,-1,-1
635,EA-009,PupilCalib,-1,-1,-1,-1,-1,-1
636,EO-186,EO-186_allsc,-1,-1,-1,-1,-1,-1
637,EO-186,Reading,-1,-1,-1,-1,-1,-1
638,EO-186,Memory,-1,-1,-1,-1,-1,-1
639,EO-186,CookieTheft,-1,-1,-1,-1,-1,-1
640,EO-186,PupilCalib,-1,-1,-1,-1,-1,-1
641,HA-044,HA-044_allsc,-1,-1,-1,-1,-1,-1
642,HA-044,Reading,-1,-1,-1,-1,-1,-1
643,HA-044,Memory,-1,-1,-1,-1,-1,-1
644,HA-044,CookieTheft,-1,-1,-1,-1,-1,-1
645,HA-044,PupilCalib,-1,-1,-1,-1,-1,-1
646,EE-146,EE-146_allsc,-1,-1,-1,-1,-1,-1
647,EE-146,Reading,-1,-1,-1,-1,-1,-1
648,EE-146,Memory,-1,-1,-1,-1,-1,-1
649,EE-146,CookieTheft,-1,-1,-1,-1,-1,-1
650,EE-146,PupilCalib,-1,-1,-1,-1,-1,-1
651,HO-070,HO-070_allsc,-1,-1,-1,-1,-1,-1
652,HO-070,Reading,-1,-1,-1,-1,-1,-1
653,HO-070,Memory,-1,-1,-1,-1,-1,-1
654,HO-070,CookieTheft,-1,-1,-1,-1,-1,-1
655,HO-070,PupilCalib,-1,-1,-1,-1,-1,-1
656,HC-116,HC-116_allsc,-1,-1,-1,-1,-1,-1
657,HC-116,Reading,-1,-1,-1,-1,-1,-1
658,HC-116,Memory,-1,-1,-1,-1,-1,-1
659,HC-116,CookieTheft,-1,-1,-1,-1,-1,-1
660,HC-116,PupilCalib,-1,-1,-1,-1,-1,-1
661,HI-020,HI-020_allsc,-1,-1,-1,-1,-1,-1
662,HI-020,Reading,-1,-1,-1,-1,-1,-1
663,HI-020,Memory,-1,-1,-1,-1,-1,-1
664,HI-020,CookieTheft,-1,-1,-1,-1,-1,-1
665,HI-020,PupilCalib,-1,-1,-1,-1,-1,-1
666,HA-082,HA-082_allsc,-1,-1,-1,-1,-1,-1
667,HA-082,Reading,-1,-1,-1,-1,-1,-1
668,HA-082,Memory,-1,-1,-1,-1,-1,-1
669,HA-082,CookieTheft,-1,-1,-1,-1,-1,-1
670,HA-082,PupilCalib,-1,-1,-1,-1,-1,-1
671,HO-165,HO-165_allsc,-1,-1,-1,-1,-1,-1
672,HO-165,Reading,-1,-1,-1,-1,-1,-1
673,HO-165,Memory,-1,-1,-1,-1,-1,-1
674,HO-165,CookieTheft,-1,-1,-1,-1,-1,-1
675,HO-165,PupilCalib,-1,-1,-1,-1,-1,-1
676,EA-149,EA-149_allsc,-1,-1,-1,-1,-1,-1
677,EA-149,Reading,-1,-1,-1,-1,-1,-1
678,EA-149,Memory,-1,-1,-1,-1,-1,-1
679,EA-149,CookieTheft,-1,-1,-1,-1,-1,-1
680,EA-149,PupilCalib,-1,-1,-1,-1,-1,-1
681,HE-150,HE-150_allsc,-1,-1,-1,-1,-1,-1
682,HE-150,Reading,-1,-1,-1,-1,-1,-1
683,HE-150,Memory,-1,-1,-1,-1,-1,-1
684,HE-150,CookieTheft,-1,-1,-1,-1,-1,-1
685,HE-150,PupilCalib,-1,-1,-1,-1,-1,-1
686,HR-151,HR-151_allsc,-1,-1,-1,-1,-1,-1
687,HR-151,Reading,-1,-1,-1,-1,-1,-1
688,HR-151,Memory,-1,-1,-1,-1,-1,-1
689,HR-151,CookieTheft,-1,-1,-1,-1,-1,-1
690,HR-151,PupilCalib,-1,-1,-1,-1,-1,-1
691,EI-0001,EI-0001_allsc,-1,-1,-1,-1,-1,-1
692,EI-0001,Reading,-1,-1,-1,-1,-1,-1
693,EI-0001,Memory,-1,-1,-1,-1,-1,-1
694,EI-0001,CookieTheft,-1,-1,-1,-1,-1,-1
695,EI-0001,PupilCalib,-1,-1,-1,-1,-1,-1
696,EO-008,EO-008_allsc,-1,-1,-1,-1,-1,-1
697,EO-008,Reading,-1,-1,-1,-1,-1,-1
698,EO-008,Memory,-1,-1,-1,-1,-1,-1
699,EO-008,CookieTheft,-1,-1,-1,-1,-1,-1
700,EO-008,PupilCalib,-1,-1,-1,-1,-1,-1
701,HI-036,HI-036_allsc,-1,-1,-1,-1,-1,-1
702,HI-036,Reading,-1,-1,-1,-1,-1,-1
703,HI-036,Memory,-1,-1,-1,-1,-1,-1
704,HI-036,CookieTheft,-1,-1,-1,-1,-1,-1
705,HI-036,PupilCalib,-1,-1,-1,-1,-1,-1
706,EE-057,EE-057_allsc,-1,-1,-1,-1,-1,-1
707,EE-057,Reading,-1,-1,-1,-1,-1,-1
708,EE-057,Memory,-1,-1,-1,-1,-1,-1
709,EE-057,CookieTheft,-1,-1,-1,-1,-1,-1
710,EE-057,PupilCalib,-1,-1,-1,-1,-1,-1
711,ER-059,ER-059_allsc,-1,-1,-1,-1,-1,-1
712,ER-059,Reading,-1,-1,-1,-1,-1,-1
713,ER-059,Memory,-1,-1,-1,-1,-1,-1
714,ER-059,CookieTheft,-1,-1,-1,-1,-1,-1
715,ER-059,PupilCalib,-1,-1,-1,-1,-1,-1
716,EO-011,EO-011_allsc,-1,-1,-1,-1,-1,-1
717,EO-011,Memory,-1,-1,-1,-1,-1,-1
718,EO-011,CookieTheft,-1,-1,-1,-1,-1,-1
719,EO-011,PupilCalib,-1,-1,-1,-1,-1,-1
720,HA-086,HA-086_allsc,-1,-1,-1,-1,-1,-1
721,HA-086,Reading,-1,-1,-1,-1,-1,-1
722,HA-086,Memory,-1,-1,-1,-1,-1,-1
723,HA-086,CookieTheft,-1,-1,-1,-1,-1,-1
724,HA-086,PupilCalib,-1,-1,-1,-1,-1,-1
725,HI-121,HI-121_allsc,-1,-1,-1,-1,-1,-1
726,HI-121,Reading,-1,-1,-1,-1,-1,-1
727,HI-121,Memory,-1,-1,-1,-1,-1,-1
728,HI-121,CookieTheft,-1,-1,-1,-1,-1,-1
729,HI-121,PupilCalib,-1,-1,-1,-1,-1,-1
730,HE-119,HE-119_allsc,-1,-1,-1,-1,-1,-1
731,HE-119,Reading,-1,-1,-1,-1,-1,-1
732,HE-119,Memory,-1,-1,-1,-1,-1,-1
733,HE-119,CookieTheft,-1,-1,-1,-1,-1,-1
734,HE-119,PupilCalib,-1,-1,-1,-1,-1,-1
735,EA-169,EA-169_allsc,-1,-1,-1,-1,-1,-1
736,EA-169,Reading,-1,-1,-1,-1,-1,-1
737,EA-169,Memory,-1,-1,-1,-1,-1,-1
738,EA-169,CookieTheft,-1,-1,-1,-1,-1,-1
739,EA-169,PupilCalib,-1,-1,-1,-1,-1,-1
740,HA-018,HA-018_allsc,-1,-1,-1,-1,-1,-1
741,HA-018,Reading,-1,-1,-1,-1,-1,-1
742,HA-018,Memory,-1,-1,-1,-1,-1,-1
743,HA-018,CookieTheft,-1,-1,-1,-1,-1,-1
744,HA-018,PupilCalib,-1,-1,-1,-1,-1,-1
745,HA-142,HA-142_allsc,-1,-1,-1,-1,-1,-1
746,HA-142,Reading,-1,-1,-1,-1,-1,-1
747,HA-142,Memory,-1,-1,-1,-1,-1,-1
748,HA-142,CookieTheft,-1,-1,-1,-1,-1,-1
749,HA-142,PupilCalib,-1,-1,-1,-1,-1,-1
750,HI-010,HI-010_allsc,-1,-1,-1,-1,-1,-1
751,HI-010,Reading,-1,-1,-1,-1,-1,-1
752,HI-010,Memory,-1,-1,-1,-1,-1,-1
753,HI-010,CookieTheft,-1,-1,-1,-1,-1,-1
754,HI-010,PupilCalib,-1,-1,-1,-1,-1,-1
755,HL-168,HL-168_allsc,-1,-1,-1,-1,-1,-1
756,HL-168,Reading,-1,-1,-1,-1,-1,-1
757,HL-168,Memory,-1,-1,-1,-1,-1,-1
758,HL-168,CookieTheft,-1,-1,-1,-1,-1,-1
759,HL-168,PupilCalib,-1,-1,-1,-1,-1,-1
760,HA-019,HA-019_allsc,-1,-1,-1,-1,-1,-1
761,HA-019,Reading,-1,-1,-1,-1,-1,-1
762,HA-019,Memory,-1,-1,-1,-1,-1,-1
763,HA-019,CookieTheft,-1,-1,-1,-1,-1,-1
764,HA-019,PupilCalib,-1,-1,-1,-1,-1,-1
765,HR-179,HR-179_allsc,-1,-1,-1,-1,-1,-1
766,HR-179,Reading,-1,-1,-1,-1,-1,-1
767,HR-179,Memory,-1,-1,-1,-1,-1,-1
768,HR-179,CookieTheft,-1,-1,-1,-1,-1,-1
769,HR-179,PupilCalib,-1,-1,-1,-1,-1,-1
