,interview,task,numfixations,fixationrate,meanfixationduration,stddevfixationduration,sumfixationduration
733,HR-133,Reading,15,0.000303625285914,233.266666667,216.002799805,3499
734,HR-133,CookieTheft,1,3.71664312793e-05,200.0,0.0,200
735,HR-151,HR-151_allsc,82,0.000603855840464,252.231707317,287.316674725,20683
736,HR-151,Reading,33,0.000744853737811,205.545454545,141.345563007,6783
737,HR-151,Memory,11,0.000248335026527,209.090909091,301.511344578,2300
738,HR-151,CookieTheft,27,0.000750083342594,192.592592593,185.898909514,5200
739,HR-151,PupilCalib,11,0.0009822305563,581.818181818,534.449589425,6400
740,HR-179,HR-179_allsc,100,0.000594177064765,412.84,642.071988789,41284
741,HR-179,Reading,32,0.000628708397187,496.8125,762.20979406,15898
742,HR-179,Memory,24,0.000628255804822,216.666666667,160.615031693,5200
743,HR-179,CookieTheft,38,0.000559695996701,260.184210526,162.08337115,9887
744,HR-179,PupilCalib,6,0.000530644733351,1716.5,1342.10040608,10299
745,HS-085,HS-085_allsc,158,0.00103470180287,187.481012658,143.892374922,29622
746,HS-085,Reading,48,0.000921252135194,146.145833333,71.1671659839,7015
747,HS-085,Memory,21,0.00115397296406,209.523809524,122.085060121,4400
748,HS-085,CookieTheft,79,0.00110027855153,198.82278481,129.50019894,15707
749,HS-085,PupilCalib,10,0.000943396226415,250.0,374.907395973,2500
750,HU-048,HU-048_allsc,96,0.000410770751411,345.041666667,613.52753838,33124
751,HU-048,Reading,20,0.000414052957373,185.75,205.588724604,3715
752,HU-048,Memory,38,0.000299672725839,387.131578947,811.272946073,14711
753,HU-048,CookieTheft,28,0.000595744680851,242.821428571,289.882358459,6799
754,HU-048,PupilCalib,10,0.000862143288215,789.9,780.966701524,7899
755,HU-079,HU-079_allsc,197,0.000947183691132,226.878172589,196.444740583,44695
756,HU-079,Reading,50,0.000919219031511,189.98,168.133874017,9499
757,HU-079,Memory,66,0.000721327242126,181.893939394,132.256060357,12005
758,HU-079,CookieTheft,68,0.0013387144404,257.25,185.496218331,17493
759,HU-079,PupilCalib,13,0.00115064613206,438.307692308,396.938782983,5698
760,HU-153,HU-153_allsc,112,0.000563629775756,190.223214286,151.162087686,21305
761,HU-153,Reading,27,0.000603972798855,144.407407407,80.0856557113,3899
762,HU-153,Memory,13,0.000215588723051,169.153846154,118.262311659,2199
763,HU-153,CookieTheft,58,0.000710784313725,182.879310345,145.195944749,10607
764,HU-153,PupilCalib,14,0.00115626032375,328.571428571,226.43651319,4600
765,HV-160,HV-160_allsc,93,0.000638766973687,226.860215054,351.055971983,21098
766,HV-160,Reading,30,0.000707480426375,146.666666667,104.166091952,4400
767,HV-160,Memory,18,0.000435877566835,155.555555556,109.664312508,2800
768,HV-160,CookieTheft,36,0.000705965407695,161.083333333,131.548877391,5799
769,HV-160,PupilCalib,9,0.000825763831544,899.888888889,843.830617548,8099
